x,y,z
1.0,1.0,0.0
0.9993156385946445,1.0068780742291605,0.01001001001001001
0.9987563523947541,1.013729716939596,0.02002002002002002
0.9983228788118583,1.02055352107136,0.03003003003003003
0.9980160104766371,1.027348011410871,0.04004004004004004
0.9978365405635036,1.0341117567612041,0.050050050050050046
0.9977853086752493,1.0408432862926438,0.06006006006006006
0.9978631935929448,1.0475411113005526,0.07007007007007007
0.9980711175765348,1.0542037266048883,0.08008008008008008
0.998410042458991,1.0608296090828198,0.09009009009009009
0.9988809814021903,1.067417220887632,0.10010010010010009
0.9994850019675168,1.0739650095729063,0.11011011011011011
1.0002232262840314,1.080471403039575,0.12012012012012012
1.0010968392699662,1.086934822382328,0.13013013013013014
1.002107081428893,1.0933536721288288,0.14014014014014015
1.0032552724351773,1.0997263442051857,0.15015015015015015
1.0045428091830444,1.1060512182829079,0.16016016016016016
1.0059711591470804,1.1123266607336688,0.17017017017017017
1.0075419026378039,1.1185510278281647,0.18018018018018017
1.009256690431392,1.1247226627522493,0.19019019019019018
1.011117293283667,1.1308398979777348,0.20020020020020018
1.0131255992887587,1.1369010551288745,0.21021021021021022
1.0152836127378753,1.1429044449269572,0.22022022022022023
1.0175934787986762,1.1488483660595756,0.23023023023023023
1.0200574925188126,1.154731106757268,0.24024024024024024
1.02267811132996,1.1605509444538002,0.2502502502502503
1.0254579681685216,1.1663061429966368,0.2602602602602603
1.0283998844347406,1.171994955111337,0.2702702702702703
1.0315068954791449,1.1776156206245443,0.2802802802802803
1.0347822803790807,1.1831663647849224,0.2902902902902903
1.0382295582896315,1.1886453995292365,0.3003003003003003
1.0418525438337127,1.1940509200559724,0.3103103103103103
1.0456553675656302,1.199381104081327,0.3203203203203203
1.0496424851859922,1.2046341119720094,0.3303303303303303
1.0538187657550384,1.2098080814161603,0.34034034034034033
1.058189492342011,1.214901127977454,0.35035035035035034
1.0627604012651817,1.2199113431722892,0.36036036036036034
1.0675378022632753,1.224836787593454,0.37037037037037035
1.0725285868895793,1.2296754908259033,0.38038038038038036
1.0777403329307003,1.2344254458437798,0.39039039039039036
1.0831813558459535,1.239084606306327,0.40040040040040037
1.0888608557623456,1.2436508791713499,0.41041041041041043
1.094789009808061,1.2481221199193895,0.42042042042042044
1.1009771028048454,1.2524961261195307,0.43043043043043044
1.1074377481162547,1.2567706267229837,0.44044044044044045
1.114185047311559,1.2609432746584204,0.45045045045045046
1.1212348145230138,1.265011636396467,0.46046046046046046
1.1286049303762071,1.2689731768795678,0.47047047047047047
1.1363156149254647,1.2728252475063753,0.4804804804804805
1.1443899749499515,1.2765650644075006,0.4904904904904905
1.1528545070769174,1.2801896887539206,0.5005005005005005
1.1617397649201944,1.2836960019306554,0.5105105105105106
1.1710813193318572,1.2870806723338268,0.5205205205205206
1.180920866517276,1.290340118482744,0.5305305305305306
1.191307832930834,1.2934704589851571,0.5405405405405406
1.2023013363361001,1.296467455019532,0.5505505505505506
1.2139730150085484,1.2993264332568812,0.5605605605605606
1.226411045328405,1.3020421843665089,0.5705705705705706
1.2397256814067832,1.3046088333302615,0.5805805805805806
1.2540576686439568,1.3070196602035717,0.5905905905905906
1.2695913367209062,1.3092668468257733,0.6006006006006006
1.2865753463014675,1.3113411168815825,0.6106106106106106
1.3053589417737457,1.313231180692645,0.6206206206206206
1.3264583008146487,1.3149228526219046,0.6306306306306306
1.3506934654730618,1.316397510415846,0.6406406406406406
1.3795131193744543,1.3176291181335487,0.6506506506506506
1.4159736650246055,1.3185773672440324,0.6606606606606606
1.469494273883857,1.3191657902539256,0.6706706706706707
1.5707963287703195,1.3192441719291343,0.6806806806806807
1.289774077914e-311,1.2897734966717e-311,0.6906906906906907
1.289774077914e-311,1.2897738002572e-311,0.7007007007007007
1.289773633777e-311,1.289774077914e-311,0.7107107107107107
1.289774077914e-311,1.2897735923544e-311,0.7207207207207207
1.2897738106603e-311,1.289773681871e-311,0.7307307307307307
